"OA","Age_0_17","Age_18_29","Age_30_44","Age_45_64","Age_65_up","united_kingdom","ireland","other_eu","other_countries","no_cars","one_car","two_cars","three_and_more_cars","employed","unemployed","retired","white","asian","black_african","other_arab","all_english","notall_english","kids_english","no_english","single","married","divorced","lowest_quali","highest_quali","christian","jewish","muslim","no_religion","owned","shared","social_rent","private_rent","rent_free","males","females"
"E00014249",32.1,11.3,21.7,22.9,12,54.7,1.4,9.4,34.4,65.7,27.8,6.5,0,40.6,8.6,18.7,41.7,16.3,13,11.2,53.7,13,9.3,24.1,34,42.8,9.3,8.8,25.3,46,0,33,8.3,15.7,0,77.8,6.5,0,42.4,57.6
"E00014250",16.1,15.4,22.1,32.9,13.3,62.1,1.2,8.8,27.9,51.7,40.5,6,1.8,60.1,4.8,10.1,67.9,11.7,10,2.9,66.4,16.4,6,11.2,45.1,22.5,22.1,10.8,37.7,49.2,0.8,17.9,25,39.7,0.9,41.4,16.4,1.7,45.4,54.6
"E00014251",13.7,26.1,34.8,16.7,8.6,60.1,2.9,17.4,19.6,67.5,28.7,3.8,0,65.8,2.6,6,81.2,10.9,3.6,0,68.8,8.8,3.8,18.8,65.5,13.4,14.3,8.4,49.6,49.3,0,4.3,28.3,40,2.5,15,42.5,0,51.4,48.6
"E00014252",13,18.2,30.3,29.3,9.1,63.9,2.9,9.6,23.6,47.6,41,10.5,1,67,6.8,6.8,71.2,9.6,6.2,2.4,79,9.5,1,10.5,49.5,29.3,9.8,8.7,44.6,55.3,1.9,6.7,26,47.6,1,24.8,26.7,0,50.5,49.5
"E00014254",13.4,17.7,31.2,26.9,10.7,60.8,3.8,9.1,26.3,55.4,35.9,8.7,0,70.4,3.9,3.9,66.1,7.5,8.6,6.5,83.7,3.3,1.1,12,52.1,28.8,9.8,10.4,33.1,52.2,1.6,15.1,15.1,27.2,1.1,52.2,19.6,0,54.8,45.2
"E00014255",16.1,16.8,28.5,30.7,8,64.2,1.5,16.1,18.2,27,55.4,14.9,2.8,68.8,9.8,8,85.4,5.1,0.7,4.4,82.4,8.1,1.4,8.1,45.7,33.6,11.2,6,48.3,59.9,2.9,5.8,17.5,55.4,0,4.1,36.5,4.1,44.5,55.5
"E00014256",14.1,23.3,28.5,26.7,7.4,55.7,0.4,15.8,28.1,53.4,37.9,7.8,0.9,62.8,6.8,5.2,74.6,7.9,7,2.2,74.1,10.3,0,15.5,62.6,23.7,7.6,12.1,40.9,61.4,0.9,8.8,12.7,34.5,3.4,33.6,26.7,1.7,49.1,50.9
"E00014257",13.7,21.1,27.4,24.7,13.2,57.4,7.9,12.1,22.6,61,31,6,2,66.2,7.1,8.4,73.7,7.4,5.8,4.7,73,9,1,17,49.7,33.5,10.8,10.8,36.5,59.5,0,6.3,17.9,33,3,38,25,1,51.1,48.9
"E00014258",12.2,21.3,31.8,27.9,6.9,40.3,0.7,24.6,34.4,62.4,30.6,5.7,1.3,65.2,5.7,8.3,70.2,9.8,3.6,2.6,51,17.8,1.3,29.9,50,36,8.1,5.5,51.8,49.2,0.7,11.8,23.3,38.9,0,23.6,34.4,3.2,52.5,47.5
"E00014259",7.7,59.5,14.7,13.3,4.9,26.6,0,15.4,58,89.1,9.1,0,1.8,21.1,7.5,2.3,35.7,44.1,10.5,2.1,43.6,18.2,1.8,36.4,83.6,6,6,9,23.1,39.2,0.7,11.9,35,9.1,1.8,25.5,63.6,0,66.4,33.6
"E00014260",3.3,27.1,37.6,23,9.2,30.3,1.8,20.6,47.2,73.3,24.4,2.2,0,67.9,5.7,7.7,57.8,17.9,8.7,7.8,50.4,16.3,0,33.3,67.8,19.4,9.5,5.2,51.7,40.4,0.5,11,30.7,20.7,0,31.9,47.4,0,58.7,41.3
"E00014261",9.6,35.6,36.4,13.3,4.8,32.8,2.8,17.8,46.6,64.9,31.3,3.1,0.8,66.1,3.6,4.1,55.9,24.3,2,2,53.4,10.7,0.8,35.1,65.5,24.7,6.3,4.9,58.7,42.5,0.4,14.2,26.3,28.2,1.5,16,52.7,1.5,54.3,45.7
"E00014262",7,35.6,29.9,19.3,8.1,36.5,4.1,23.4,36,77.6,20.8,1.6,0,63.5,6.7,6.2,70.1,16.2,3,1,54.4,4.8,1.6,39.2,64.5,19.7,5.5,3.8,58.5,51.8,0.5,5.6,31.5,21.6,0,18.4,57.6,2.4,52.8,47.2
"E00014263",15.5,23,31,25,5.6,33.7,1.6,19.4,45.2,68.7,26.9,4.5,0,63.2,5.2,4.7,57.5,19,7.1,7.1,48.5,15.7,6,29.9,52.8,27.6,12.1,5.1,57,44.8,1.6,19.4,22.2,35.8,0,21.6,41,1.5,48,52
"E00014264",14.7,17.2,36.4,19.3,12.5,44.8,1.7,30.1,23.4,47.7,42.2,10.2,0,70.1,6.1,9.6,86.6,2.9,1.3,1.7,64.8,10.2,1.6,23.4,51.2,36.2,5.8,3.9,61.8,56.1,2.9,3.8,29.7,70.3,0,1.6,25.8,2.3,48.5,51.5
"E00014265",14.7,26,33.3,23.7,2.3,48,1.7,16.4,33.9,78.7,20.4,0.9,0,73.7,3.9,3.9,58.2,15.8,14.7,1.7,52.8,15.7,2.8,28.7,62.7,19,8.5,9.2,55.6,50.8,0,14.7,23.2,22.2,0.9,26.9,45.4,4.6,50.3,49.7
"E00014266",10.9,20.6,32.2,28,8.6,48.8,1.2,22.9,27.1,71.2,24.5,4.3,0,70.7,3.6,5,82.6,4.3,1.9,2.7,66.2,12.9,0,20.9,60,23.8,10.6,4.7,62.6,48.1,0.8,6.2,29.5,38.8,0,19.4,36.7,5,44.2,55.8
"E00014267",6.6,35.6,29.6,22.7,5.5,36.2,2.3,28.3,33.2,81.5,14.3,3.7,0.5,69.9,1.4,3.2,71.4,15.5,3.9,3.3,57.1,11.6,0.5,30.7,66.9,15.8,8.1,7.4,52.5,48.4,1,7.6,29.6,27,0,6.3,64,2.6,56.6,43.4
"E00014268",10,27.9,32.4,24.3,5.2,50.6,2,16.2,31.2,57.9,31.6,6,4.6,74.8,1.8,2.7,75.7,15,2,2,66.9,9.8,0.8,22.6,53.7,33.9,4,3.5,67,52.6,1.2,9.3,23.5,56.4,0,3.8,36.8,3,55.5,44.5
"E00014269",15.4,22.4,30.8,18.2,13.1,53.7,2.3,17.8,26.2,63.6,27.1,7.6,1.7,68.8,4,11.4,78,6.5,3.3,0.5,66.1,7.6,2.5,23.7,53.8,28,9.9,5.5,59.3,48.6,1.9,2.3,31.3,30.5,0.8,35.6,32.2,0.8,53.7,46.3
"E00014270",16.4,26,29.7,20.9,6.9,44.3,1.9,10.1,43.7,76.9,19.8,2.2,1.1,67.2,6,8.2,54.4,15.2,9.5,1.9,53.8,8.8,1.1,36.3,63.7,25.2,6.7,8.9,40,48.7,0,21.5,13.3,9.9,1.1,46.2,41.8,1.1,52.5,47.5
"E00014271",9,31.3,34.6,20.2,4.8,37.2,2.7,31.4,28.7,62.2,34.2,3.6,0,72,4.8,3,69.1,13.3,0.5,9,55.9,18.9,0.9,24.3,72.4,16.7,8,5.2,51.1,45.2,0.5,13.8,30.3,32.4,4.5,10.8,51.4,0.9,46.8,53.2
"E00014272",18,22.9,34.3,18.7,6,40.4,1.8,33.7,24.1,62.2,33.3,3.3,1.1,72.6,3,4.4,80.1,6.6,1.8,6.6,55.6,5.6,2.2,36.7,66.2,21.6,4.3,3.6,72.7,52.4,2.4,6.6,26.5,46.7,3.3,3.3,46.7,0,51.8,48.2
"E00014273",16.6,20.2,30.8,22.3,10.1,38.9,0.5,27.8,32.8,55.8,34.7,9.5,0,69.9,1.9,3.2,69.2,15.2,4,1.5,58.9,6.3,2.1,32.6,49.4,35.5,5.4,3.6,61.4,58.6,1,12.1,18.2,47.4,1.1,2.1,48.4,1.1,51,49
"E00014274",13.8,27.1,35.8,18.8,4.7,29.4,1.4,26.1,43.1,91.6,8.4,0,0,66.7,6.5,3.8,50.5,16.1,17,5,43.5,11.5,3.1,42,58.9,21.6,10.5,7.4,54.2,42.2,2.3,16.1,29.8,18.3,0.8,18.3,61.8,0.8,51.8,48.2
"E00014275",12.6,28.8,30.3,13.2,15.2,37.9,1.1,22,39,62.3,34.8,1.4,1.4,61.8,2.3,8.2,63.6,22.3,2.3,3,55.1,11.6,1.4,31.9,54.9,30.2,8.1,4.3,58.3,44.7,2.3,10.2,23.5,51.4,0,0.7,45.7,2.2,50,50
"E00014276",10.9,29.9,29.9,23.2,6.2,39.4,4.6,24.5,31.5,69.1,26.6,4.3,0,63.8,5.2,4.7,72.2,11.2,2.1,2.1,58.3,10.8,1.4,29.5,65.3,20.8,6.5,5.6,53.7,49,2.5,9.1,25.3,30.9,0.7,23.7,41.7,2.9,52.7,47.3
"E00014277",7.5,22.1,37.1,27.7,5.7,40.8,4.7,19.7,34.7,73.6,24,2.3,0,68.9,4.7,5.2,67.1,18.8,2.8,3.8,57.4,7,3.9,31.8,58.1,23.2,10.1,5.1,51,52.6,0,8,24.4,27.1,0.8,15.5,54.3,2.3,48.8,51.2
"E00014278",14.1,15.9,46.6,16,7.4,37.4,2.5,22.1,38,63.7,29.7,4.4,2.2,78.5,5.2,3.7,79.1,11,4.9,0.6,64.8,7.7,1.1,26.4,51.4,38.6,5,5,62.1,63.2,0,6.1,19.6,47.3,0,12.1,40.7,0,59.5,40.5
"E00014279",7.1,18.8,28.8,25.2,20,43.5,6.5,18.8,31.2,78.3,15.1,5.7,0.9,63.6,4.9,15.4,80.6,8.2,2.4,2.9,71.7,5.7,0,22.6,55.3,25.2,7.5,3.8,55.3,62.9,1.8,5.3,19.4,17.9,4.7,36.8,38.7,1.9,56.5,43.5
"E00014280",7.9,36.2,29.9,23.6,2.4,32.3,1.6,20.5,45.7,66.2,31.1,2.7,0,73.7,7.6,0.8,66.9,15,3.9,6.3,52.7,17.6,0,29.7,62.7,23.7,8.5,5.9,59.3,46.5,0.8,7.9,26,32.4,0,6.8,58.1,2.7,49.6,50.4
"E00014281",6.4,42.1,37.1,13.5,0.7,28.6,1.4,25.7,44.3,65.4,32.1,1.2,1.2,63.4,1.5,0,61.4,22.1,2.9,7.9,46.9,17.3,0,35.8,66.4,24.4,6.1,3.1,52.7,49.3,1.4,9.3,23.6,42,0,1.2,53.1,3.7,60,40
"E00014282",19.7,13.5,25.7,26.8,14.5,41.7,1.4,15.9,40.9,46.5,43.9,7.9,1.8,61.5,4.2,9.9,51.1,27.9,1.4,10.1,64,17.5,0.9,17.5,43.9,39.9,7.9,5.7,50.9,43.8,1.4,19.9,14.5,39.5,0,32.5,28.1,0,48.6,51.4
"E00014283",17,26.8,26.8,23.7,5.7,28.1,0,8.3,63.6,75,23.1,1.9,0,37.8,9.8,6.7,29.4,19.3,8.8,27.6,41.7,18.5,3.7,36.1,49,36.7,7.1,5.6,35.7,31.1,0.4,41.2,13.6,21.3,0.9,35.2,40.7,1.9,54.8,45.2
"E00014284",8.1,40.1,25.3,20.3,5.9,33.5,1.6,28.6,36.3,73.7,25.3,0,1,52.7,3.6,6.7,67,23.1,1.6,2.7,53.5,6.1,0,40.4,64.1,22.2,4.2,1.8,58.1,50.5,1.1,4.9,29.1,36.4,1,1,60.6,1,52.7,47.3
"E00014285",21.4,23.7,29.8,19.6,5.6,30.2,1.9,31.6,36.3,58.2,36.7,4.1,1,64.7,5.8,5.2,71.2,12.6,2.3,4.2,46.9,15.3,4.1,33.7,53.1,34.9,4.6,4,59.4,54.4,1.4,10.7,21.4,41.8,0,6.1,50,2,49.3,50.7
"E00014286",18.3,42.4,20.7,14.5,4.1,41,0.7,13.6,44.7,60.5,26.1,10.9,2.5,41.7,4.1,5,56.6,14.6,7.5,7.5,63.9,10.9,0.8,24.4,68.3,21.5,5.7,4.9,48.8,51.5,0.7,9.2,25.8,28.6,0.8,17.6,52.9,0,48.8,51.2
"E00014287",6.7,17.1,48.2,20.1,7.9,34.8,3,18.9,43.3,86.3,7.7,6,0,54.4,12.1,5.4,64,15.2,6.1,5.5,59.8,7.7,0,32.5,63,12.3,9.1,5.8,51.3,45.1,0.6,13.4,29.9,11.1,0,47.9,41,0,53,47
"E00014288",23.1,13.3,28.2,24.1,11.2,51.5,1.7,8.3,38.6,69.9,28.3,0.9,0.9,60.2,5.5,13.8,42.7,28.2,16.2,3.7,61.9,12.4,4.4,21.2,47.3,29.6,12.9,10.2,34.9,60.6,0.8,14.1,10,4.4,0.9,79.6,14.2,0.9,52.3,47.7
"E00014289",10.7,32.2,32.2,15.4,9.4,40.3,1.7,18,39.9,59.8,36.8,3.4,0,58.6,5.4,5.9,63.1,17.6,7.7,3,57.3,10.3,2.6,29.9,65.4,18.5,10.9,6.2,45,52.8,2.1,12,16.7,43.6,2.6,12.8,41,0,57.9,42.1
"E00014290",16.6,11.2,42,21.3,9,40.4,1.1,20.7,37.8,58.9,35.8,4.2,1.1,77.1,1.3,7.8,70.2,16,0.5,1.1,65.3,10.5,1.1,23.2,45.9,36.9,6.4,1.9,65,63.3,3.2,1.6,16.5,43.2,1.1,4.2,49.5,2.1,51.6,48.4
"E00014291",3.5,20.7,28.6,27.1,20,28.6,2.1,22.1,47.1,82.1,15.8,2.1,0,50.4,6.4,13.6,54.3,23.6,12.9,2.1,54.7,11.6,2.1,31.6,54.8,23.7,13.3,6.7,37.8,57.1,0,7.1,17.9,10.5,0,52.6,30.5,6.3,51.4,48.6
"E00014292",11.4,30.4,34.8,20.2,3.1,38.8,4,18.1,39.2,68.9,25.2,3.4,2.5,66.2,4,3.5,63.9,21.6,4.8,4.4,57.1,13.4,0,29.4,62.3,25,4.4,4.9,51.5,39.6,3.1,9.3,29.5,18.5,3.4,8.4,64.7,5,57.7,42.3
"E00014293",13.2,25.4,40.8,14.8,6,44.4,1.1,24.3,30.3,55.4,38.5,5.4,0.7,74.6,5.4,4.2,71.5,12.7,3.2,1.4,48.6,18.2,3.4,29.7,59.7,24.6,10.9,4,65.7,50,0.4,9.9,22.5,38.5,0,12.8,45.9,2.7,49.6,50.4
"E00014294",5.1,16.7,23.4,21.9,32.8,43.8,3.1,21.4,31.8,84.4,14.1,1.5,0,44.6,8.9,24.2,65.1,15.6,5.7,3.6,61.5,11.9,1.5,25.2,48.1,20.2,14.2,5.5,40.4,56.8,2.1,7.3,22.4,2.2,1.5,77,19.3,0,49,51
"E00014295",9.7,15.9,23.9,26.5,23.9,38.5,1.8,18.6,41.2,74.5,23.5,2,0,56.2,5.1,17.4,69.5,13.3,4.4,2.7,63.3,9.2,2,25.5,54.1,22,12.7,7.3,43.9,56.2,0.9,7.1,17.7,19.4,2,26.5,52,0,40.3,59.7
"E00014296",10,23.5,32.8,26.8,6.9,34,2,21.5,42.5,76.6,21.4,2.1,0,65.2,3.2,8.6,61.1,14.2,5.3,5.7,55.2,15.2,0.7,29,62.9,19.2,10.7,13.4,46,52.2,0.8,8.1,23.5,31,0.7,38.6,29,0.7,57.9,42.1
"E00014297",20.7,15.5,33.6,18.1,12.1,42.6,1.9,18.9,36.6,72.2,24.3,3.5,0,61.5,3,12,65.3,15.8,2.6,11.3,62.5,7.6,4.9,25,53.6,29.9,12.8,5.2,58.3,49.4,1.1,19.6,18.5,31.9,2.8,29.9,32.6,2.8,54,46
"E00014298",15.5,32,26.5,18.8,7.2,38.1,3.3,11.6,47,74.5,23.5,2,0,47.4,9.1,5.2,54.7,9.9,13.3,6.1,56.9,12.7,2.9,27.5,59.9,22.3,11.5,10.8,39.5,52.5,0,16.6,14.4,12.7,1,51,32.4,2.9,54.1,45.9
"E00014299",10.6,30.4,33.3,19.1,6.6,37.4,0,24.2,38.5,67.1,25,5.7,2.1,65.3,4.2,3.8,69.2,19.8,2.6,4,54.3,11.4,0.7,33.6,64.8,24.3,6.1,5.3,59.5,48.7,1.5,7,25.6,32.9,0.7,12.1,52.9,1.4,54.9,45.1
"E00014300",18.2,18.2,32.6,19.7,11.4,58.3,2.8,14.1,24.7,69.1,25.8,4.1,1,60.5,7.2,6.9,56.3,4.8,16.7,3.8,74.7,9.3,3.1,12.9,55.5,20.9,10.6,7.9,38.2,48,0.8,13.1,25.3,18.6,0.5,56.2,24.7,0,49.7,50.3
"E00014301",18.7,19.2,22.8,27.2,12,47.8,3,6.3,42.9,66.7,28,4.7,0.7,46.2,8.6,11.5,39.8,5.8,26.6,9.1,60.7,19.3,2.7,17.3,46.3,32.3,11.3,7.7,30.3,46.4,0.3,29.7,13.5,16,2.7,77.3,4,0,53,47
"E00014302",19.2,19.7,35.8,18.9,6.4,61.5,0.4,13.6,24.5,62,32.4,4.9,0.7,69,6.1,6.6,63,7.2,14.7,1.1,75.4,10.6,0,14.1,63.8,20.2,11.5,6.9,51.4,39.6,0.8,6.4,35.1,19.7,0.7,45.1,33.8,0.7,47.2,52.8
"E00014303",20,16.5,32.2,27.1,4,49.2,1.5,18.1,31.2,70.4,28.6,1,0,64.4,7.5,5,52.3,9,24.6,4.5,60.2,18.4,7.1,14.3,52.5,28.4,13,9.9,32.7,57.3,1.5,19.6,11.6,14.3,2,66.3,16.3,1,46.2,53.8
"E00014304",29.2,14.2,19.3,24.8,12.4,58,4.4,8.8,28.8,64.8,31.4,3.8,0,49.2,12.7,10.6,44.5,6.6,17.5,12.4,55.2,21,7.6,16.2,40.8,35.9,8.7,9.7,28.2,49.3,0.4,24.8,12.8,1.9,0,97.1,1,0,46.4,53.6
"E00014305",17.9,24.6,16.4,30.1,11,48.4,1.6,7.4,42.6,69.2,27.1,2.8,0.9,45.9,6.2,11.5,35.2,17.6,22.7,8.2,60.7,22.4,1.9,15,49.5,33.2,7.5,15.9,20.6,44.9,0.4,36.7,8.2,10.3,0,85,4.7,0,53.1,46.9
"E00014307",19.6,16.9,24.8,29,9.6,49.3,2.8,10.3,37.6,69,23.4,5.7,1.9,48.5,9.3,7,45.3,16,22.5,8,58.2,11.4,8.2,22.2,45.6,34.5,8.4,13.6,26.8,55.3,0.3,25.1,11.1,8.9,1.3,76.6,12.7,0.6,49.6,50.4
"E00014308",26,15.7,24.7,24,9.5,50.7,3.3,10.2,35.9,66.9,28.3,3.9,0.8,50.2,11.3,10.4,33.9,13.2,27.3,7.9,60.6,18.1,4.7,16.5,47.8,31.9,9.1,12.9,19,48.7,0,28.9,9.9,11,0,81.9,6.3,0.8,47.4,52.6
"E00014309",31.7,13.8,24,22.6,8,59.9,1.7,5.3,33.1,67.6,29.9,2.5,0,51.6,9.5,8.9,47.3,8.7,25,6.4,63.2,16.7,9.8,10.3,46.9,30.5,10.9,15.1,24.7,47.1,0.4,23.6,17.6,11.3,0,83.3,3.9,1.5,46.7,53.3
"E00014310",32.2,16.6,23.9,21.1,6.3,55.3,2.4,9.4,32.9,77.2,21.9,0.9,0,44.6,8.5,6.8,42,4.3,34.5,2.7,60.5,12.3,5.3,21.9,46.4,29.8,13.8,11,17.7,40.4,0,33.3,13.3,2.6,0.9,86.8,7.9,1.8,49,51
"E00014311",20.1,13.4,20.6,27.3,18.7,49.8,2.4,4.8,43.1,69.7,29.3,1,0,42.2,7.5,18.6,29.2,8.1,39.2,7.7,64.6,9.1,4,22.2,43.3,37.4,11.7,10.5,20.5,52.2,0,31.1,7.7,1,1,98,0,0,51.7,48.3
"E00014312",25.8,17.2,30.6,17.6,8.8,56.6,1.6,8.5,33.2,76.9,22.5,0.6,0,57.7,5.9,5.1,40.4,9.8,25.3,6.9,59.2,17.2,4.7,18.9,57.2,22.9,10.3,7.5,38,51.1,0.8,24.2,14.6,27.2,8.9,53.3,10.7,0,47.3,52.7
"E00014313",19.7,16.6,20.4,30,13.5,57.3,2.7,5.8,34.2,70.1,28.3,1.6,0,45.6,9.7,10.2,48.5,12.3,21.2,4.2,68.5,13.4,2.4,15.7,46.4,28.6,13.6,13.2,20,49.6,1.5,23.1,15.4,7.9,0,85,4.7,2.4,51.5,48.5
"E00014314",19.8,21.1,18.4,22.8,17.9,50.4,1.8,7.9,39.9,69.3,28.7,1,1,44.8,9.2,14.9,49.1,6.1,28.9,6.6,63.4,16.8,1,18.8,42.6,35.3,12.6,8.4,27.9,50.4,0.4,28.5,7.5,18.8,2,69.3,9.9,0,43.9,56.1
"E00014315",13.5,4.5,8.2,28.2,45.4,34.5,1.8,10.9,52.7,81.5,12.3,4.6,1.5,27.8,9.7,30.6,38.2,8.2,33.6,7.3,61.5,3.1,3.1,32.3,32,35.1,17.5,15.5,21.6,52.7,2.7,24.5,10,9.2,4.6,78.5,3.1,4.6,52.7,47.3
"E00014316",10.4,32.8,32.3,22.7,1.8,53.7,1.3,12.7,32.3,77,19.5,3.5,0,64.2,5.9,2.5,60.7,8.3,15.3,6.6,69.9,11.5,2.7,15.9,67,18.4,9.2,6.8,44.7,46.3,2.2,14.4,26.6,12.4,1.8,36.3,46.9,2.7,51.5,48.5
"E00014317",23.8,18.9,14,25.1,18.1,55.1,4.1,7,33.7,69.1,25.8,4.1,1,34.3,9.1,17.7,45.7,1.6,26.3,11.9,57.7,19.6,6.2,16.5,40.4,37.3,8.3,8.3,15,48.1,0,32.9,9.9,2.1,1,89.7,6.2,1,48.6,51.4
"E00014318",12.1,10.7,32.1,25.7,19.3,48.6,5,10,36.4,74.4,25.6,0,0,53.6,6.2,17,55.7,2.1,28.6,2.1,64.6,11,3.7,20.7,52,22.4,14.4,4,29.6,44.3,0,17.1,28.6,0,0,97.6,1.2,1.2,52.9,47.1
"E00014319",31.2,20.9,18.4,20.9,8.8,52.4,2.9,6.3,38.3,60.8,37.8,1.4,0,42,9.3,8.7,28.6,12.6,25.2,15,58.1,18.9,8.1,14.9,44.7,32.9,10.5,15.1,15.1,38.3,0,44.2,10.2,1.4,0,98.6,0,0,48.1,51.9
"E00014320",26.3,15.3,18.5,24,16,56.7,3.6,8.7,30.9,61.5,33.7,4.8,0,41.3,8.7,14.8,46.5,6.5,24.7,12,61.5,18.3,3.8,16.3,46.9,33.3,10.8,17.8,16.4,51.6,0.4,27.3,9.1,1,0,95.2,2.9,1,48,52
"E00014321",24.1,17.7,25.6,23.6,9.1,50.4,1.6,13,35,56.8,39.8,3.4,0,55,11.6,5.8,52,9.4,13.4,10.6,56.8,15.3,3.4,24.6,50.8,29.1,10.1,8,31.2,44.1,0.4,26.8,14.6,16.1,2.5,61.9,17.8,1.7,50,50
"E00014322",11.8,19.5,39,23.3,6.4,57.6,4.2,12.3,25.8,53.2,41.3,5.6,0,76.8,3.4,6.4,83.5,5.5,4.2,2.1,77.8,11.9,0,10.3,59,27.1,8.6,2.9,60,40.3,1.3,5.5,44.1,37.3,2.4,21.4,36.5,2.4,50.8,49.2
"E00014323",22.7,19.6,21.9,28.3,7.7,61.2,1,5.7,32.1,64.4,27.6,7.4,0.6,46.3,9.7,6.4,35.2,10.3,33.4,7.2,71.2,13.5,3.1,12.3,55.3,23.3,12.1,12.1,28.4,48.3,0,25.2,17,4.9,0,91.4,3.1,0.6,53.2,46.8
"E00014324",19.5,20.2,19.2,28.4,12.7,55,0.6,7.3,37.1,63.7,33.9,2.4,0,49,7.8,9.4,32.6,6.4,25.9,16.9,66.1,17.7,0.8,15.3,51.7,30.8,8.7,9.1,26.2,41.9,1,31,16.6,16.1,1.6,65.3,15.3,1.6,45.7,54.3
"E00014325",13.4,22.2,40.8,16.9,6.7,57.4,2.5,12.3,27.8,60.7,35.9,3.4,0,71.8,3.7,5.7,68,2.8,18,1.4,75.2,11,2.1,11.7,59.5,23,9.9,4.8,57.1,50.7,1.1,11.6,26.8,25.5,0,36.6,37.9,0,46.8,53.2
"E00014326",6.6,17.8,42.7,22.7,10.3,37.3,3.6,26.7,32.4,79.2,18.8,2,0,61.2,12.6,6.8,75.6,6.2,5.8,4,63.1,6.7,0.7,29.5,64,24.3,7.5,7.5,48.1,48.9,3.1,4.4,29.8,10.1,1.3,26.8,61.1,0.7,52.4,47.6
"E00014327",16.2,22.2,28.9,26.3,6.5,54.1,4.5,12.4,28.9,69.9,24.1,6,0,54.1,8.3,7.8,59.4,7.9,16.2,3,72.2,11.3,2.3,14.3,60,19.6,12.4,8.4,40.4,52.3,0,13.5,24.1,16.5,0.8,63.2,17.3,2.3,49.6,50.4
"E00014328",13.4,30,30.5,20.6,5.5,60.4,3.3,10.7,25.5,66.2,25.4,7.5,1,53,8.6,5.2,50.1,4.3,21.2,4.1,71.6,12.9,2,13.4,65.7,18,10.1,10.4,45.8,48,1.2,8.1,32.5,12.4,0.5,63.2,22.9,1,50.6,49.4
"E00014329",14.6,25.2,24.9,27.2,8.1,57.9,4.5,10.7,26.9,74.7,21.3,3.4,0.6,58.2,7.7,9.2,62.1,2.6,16.2,2.3,75.8,6.2,2.2,15.7,66.1,13.3,11.4,10.7,36.5,46,1,9.4,31.1,5.6,2.2,71.3,19.1,1.7,49.8,50.2
"E00014330",12.9,16,30.7,26.8,13.7,42,1.6,21.4,35,38.1,43.2,12.9,5.7,70.3,3.8,6.6,83.3,8.2,1.2,2.7,64,9.4,2.2,24.5,29.6,53.1,10.2,3.1,62.8,61.9,5.8,6.2,17.1,42.4,0,0,46,11.5,53.7,46.3
"E00014331",12.4,10.5,37.3,28.2,11.8,29.5,1.4,22.7,46.4,37.7,45.9,12.3,4.1,69.5,2.8,7.3,79.5,10,2.7,2.3,68,9.8,1.6,20.5,38.3,45.6,8.3,5.2,62.7,64.5,3.6,5.5,14.5,33.6,0,5.7,50.8,9.8,56.4,43.6
"E00014332",13.6,17.2,28.5,23.5,17.2,38.5,1.8,27.1,32.6,51.2,37.6,10.4,0.8,68,0.6,10.1,79.6,11.3,1.4,3.6,62.4,7.2,2.4,28,38.9,46.1,6.7,3.1,55.4,58.8,0.9,7.2,15.4,35.2,0,2.4,53.6,8.8,51.1,48.9
"E00014334",24.5,11.1,24.4,20,20.1,68.9,3.7,6.7,20.7,50.9,34.5,12.7,1.8,58.1,6.5,10.8,80.7,3.7,9.6,0,80,12.7,1.8,5.5,35.8,42.5,9.4,11.3,34,69.6,0,9.6,12.6,21.8,0,56.4,21.8,0,45.9,54.1
"E00014335",15.9,15,26.1,29.4,13.4,60.5,1.7,11.4,26.4,66,28.7,3.3,2,62.3,4.1,11.1,64.9,7,10,2.7,72.7,8.7,2,16.7,47.7,32.6,10.1,12.4,36.4,58.5,1.7,14,12.7,6,0,75.3,18.7,0,45.5,54.5
"E00014336",13.3,17.6,26.4,28.4,14.2,49.4,0,22.6,28,31.5,50,12.9,5.6,62.4,3,12.9,86.6,5.4,0,3.3,66.1,12.9,0,21,43.1,41.6,7.2,3.3,69.9,63.2,5.9,4.2,15.9,68.5,0,0.8,25,5.6,50.6,49.4
"E00014337",6.8,8.8,20.3,36.5,27.7,50,2.7,9.5,37.8,77.4,19.4,1.1,2.2,50,8.5,12.7,59.5,12.2,6.8,6.8,72,8.6,1.1,18.3,46,19.4,13.7,12.9,30.9,45.3,3.4,15.5,17.6,3.2,0,87.1,9.7,0,54.7,45.3
"E00014338",16.3,17.3,22.2,32,12.3,57.1,0.5,15.8,26.6,28.1,48.3,16.9,6.8,62.2,3.7,11,77.8,3.4,2.5,5.4,76.4,12.4,0,11.2,37.2,44.8,12.2,4.1,62.2,68.5,1.5,10.3,10.3,74.2,0,1.1,22.5,2.2,54.7,45.3
"E00014339",6.5,24.8,27.6,31.4,9.7,38.4,1.6,18.9,41.1,57.9,33.6,6.5,1.9,68.6,4.7,10.1,72.4,12.4,0.5,4.9,62.6,12.1,0.9,24.3,41,43.4,8.7,5.2,59.5,62.2,2.2,5.4,20,50.5,0.9,0,41.1,7.5,51.9,48.1
"E00014341",10.2,18.8,30.7,28.7,11.5,43.4,1.2,13.1,42.2,50.7,40.3,7.5,1.4,63.1,7,7.5,60.7,17.2,5.7,4.5,64.2,6,3,26.9,46.2,38.2,10.2,4,52.4,48,2.9,9.8,22.5,35.1,0,27.6,32.1,5.2,46.3,53.7
