"OA","Age_0_17","Age_18_29","Age_30_44","Age_45_64","Age_65_up","united_kingdom","ireland","other_eu","other_countries","no_cars","one_car","two_cars","three_and_more_cars","employed","unemployed","retired","white","asian","black_african","other_arab","all_english","notall_english","kids_english","no_english","single","married","divorced","lowest_quali","highest_quali","christian","jewish","muslim","no_religion","owned","shared","social_rent","private_rent","rent_free","males","females"
"E00014524",25.5,8,27.7,21.9,16.9,38.7,1.8,22.3,37.2,45.4,42,10.9,1.7,60.6,1.1,9,78.5,11.7,1.5,1.1,65.5,12.6,5,16.8,27.9,59.6,5.3,1,59.6,69.3,1.5,4.7,12.4,57.1,0.8,0.8,36.1,5,44.9,55.1
"E00014525",19.4,18.3,41.6,15.3,5.5,32.5,1.1,28.1,38.3,58.6,35,6.4,0,69.6,2.3,4.1,77.7,9.9,3.6,1.5,59.3,11.4,2.9,26.4,48,36.4,7.6,2.2,63.1,57.3,4.7,3.6,18.6,27.9,1.4,0,68.6,2.1,49.6,50.4
"E00014526",20.7,11.6,36.9,21,9.8,33.5,2.1,21.9,42.5,37.1,53.4,6,3.4,73.5,1.1,7.7,77.3,9.9,0.4,3.9,68.1,11.2,3.4,17.2,33.3,53.4,9,0.5,70.4,56.2,0.4,6.4,21,45.7,0.9,0,47.4,6,49.8,50.2
"E00014527",19.3,20.2,30.7,24.8,5,43.1,0.5,12.4,44,40.5,44.1,14.4,0.9,75.1,0,6.2,67.4,24.3,1.8,0.9,75.7,6.3,0,18,45.3,45.3,7.3,3.4,60.9,52.8,3.7,12.4,20.2,53.2,0,0.9,37.8,8.1,51.8,48.2
"E00014528",16.5,20.3,27.2,26.1,9.8,40.8,1.1,18.8,39.3,53.3,35,11.7,0,60.7,7.3,10.5,68.4,6.6,5.5,9.2,62.8,15.3,2.9,19,42.4,38.9,5.7,5.2,59.8,54.8,2.2,10.7,22.1,35,1.5,16.8,40.1,6.6,48.9,51.1
"E00014529",5.4,36.8,34.3,19.3,4.2,21.1,1.2,26.5,51.2,54.3,42.9,1.9,1,54.8,2.6,5.8,58.4,19.9,1.2,9.6,53.3,10.5,1,35.2,56.1,31.8,8.3,0.6,65.6,47.6,1.8,15.7,22.9,24.8,1.9,5.7,61,6.7,57.8,42.2
"E00014530",23.9,8.4,26.7,24.7,16.4,41.4,2.8,22.3,33.5,40.4,50.5,7.3,1.8,72,2.9,10.9,80.1,8,1.6,6,59.6,19.3,1.8,19.3,28.6,54.2,7.3,5.2,59.9,66.5,1.6,4.8,13.5,48.6,0.9,0.9,45.9,3.7,48.6,51.4
"E00014531",7.4,18.1,39.5,26.6,8.4,24.3,0.6,16.9,58.2,52.8,36.1,6.5,4.6,63.3,1.9,8.9,65.5,22,0,1.1,61.1,6.5,0,32.4,47.3,40.6,6.1,1.8,61.2,54.2,2.3,6.8,18.6,39.8,0,0.9,53.7,5.6,53.7,46.3
"E00014532",21.8,9.5,26.3,27.8,14.5,46.2,2.7,13.4,37.8,31,40.7,23,5.3,61.5,0.5,12,84.4,5.3,0.8,1.1,73.5,13.3,0.9,12.4,31.9,53.5,9.4,5.2,56.8,61.5,3.4,5.7,16.8,53.1,0,6.2,37.2,3.5,50,50
"E00014533",16.8,26.5,34.6,15.3,6.9,29.6,0.7,26.4,43.2,61.8,33.1,4.4,0.7,57,3.5,3.9,71.4,17.9,1.4,2.9,52.2,8.8,1.5,37.5,54.4,35.9,3.8,2.5,53.2,51.4,3.9,6.4,23.9,39,0.7,1.5,55.1,3.7,51.8,48.2
"E00014534",9.8,34.5,30.3,18.5,6.9,31.7,0.3,17.8,50.2,56.3,32.4,10.6,0.7,55.1,2.4,4.7,63.1,12.2,4.2,7.7,57.7,14.1,0.7,27.5,63.6,22.2,8.8,2.3,60.9,47,4.5,11.5,25.1,38.7,0,12,45.8,3.5,55.4,44.6
"E00014535",9.3,34.2,35,14.4,7,43.2,1.9,21,33.9,44.8,46.9,7.7,0.7,72.3,2.7,3.6,78.2,13.2,0.4,2.3,67.8,11.2,0.7,20.3,55.1,33.8,6,3,66.2,57.6,1.6,3.5,25.3,42,0.7,3.5,49.7,4.2,53.3,46.7
"E00014536",12.6,28.1,40.1,16,3.5,36.2,0,24.5,39.3,62.9,30,6.4,0.7,67.7,1.3,1.3,64.2,16.3,2.7,2.3,57.1,10.7,0.7,31.4,54.6,37.4,4.4,1.3,64.8,46.3,1.6,2.7,33.1,29.3,0,2.1,67.1,1.4,61.1,38.9
"E00014537",28.4,7.5,24.6,26.9,12.7,48.6,0.3,24,27.2,36.7,37.5,23.4,2.4,60.2,2.5,11.9,80.3,8.7,0.6,1.7,62.5,16.4,2.3,18.8,18.8,65.1,6.7,2.7,64.3,61.3,6.1,3.5,15.6,47.7,0,2.3,46.1,3.9,45.7,54.3
"E00014538",30.2,8.3,27.8,22.8,11.1,59.8,1.8,12.1,26.3,17.5,49.5,27.2,5.9,65.6,2.2,10.2,84.3,8.2,0.4,0.4,78.6,11.7,1.9,7.8,31.5,59.5,4.5,3.5,76,73,0.4,1.4,14.2,70.9,0,1,25.2,2.9,45.2,54.8
"E00014539",21.1,10,24.6,27,17.4,39.9,1.4,19.6,39.1,26.3,52.5,18.6,2.5,57.7,2,18.4,74,18.1,2.8,1.4,66.9,16.1,3.4,13.6,27.4,58.3,5.4,1.8,66.8,53,2.1,5,18.5,56.8,0.8,9.3,22,11,50.9,49.1
"E00014540",15.8,29.7,34.4,15.8,4.2,29,0.4,29.3,41.3,58.2,37.3,4.5,0,56.8,3.2,7.2,64.5,16.2,3.1,6.9,52.2,8.2,1.5,38.1,49.1,45,2.7,2.3,57.7,50.2,3.1,10.8,19.7,33.6,0,0,61.9,4.5,52.1,47.9
"E00014541",15.5,19,33.3,24.3,8,32.9,0.8,24.6,41.7,50.4,40,8.8,0.8,62.9,2.9,7.6,74.2,10.3,1.6,5.6,48,24,0.8,27.2,40.2,47.5,9.6,1.4,68.9,52,3.6,11.9,21.4,49.6,0.8,0.8,39.2,9.6,52.8,47.2
"E00014542",14.7,18.1,37.4,20,9.8,32.3,1.2,31.5,35,50,40.9,9.1,0,62.6,4.7,6.6,79.5,9.1,0.8,2.8,62.1,10.6,1.5,25.8,46.6,43,5.4,1.4,67.9,65.7,2,2,18.1,40.9,0.8,0.8,50.8,6.8,48,52
"E00014543",11.2,22.4,34.5,23.7,8.2,29.7,1.3,29.3,39.7,69.2,26.2,4.6,0,71.2,3,6.1,80.6,9.1,2.2,1.7,59.2,9.2,1.5,30,54.1,30.9,10.1,1.9,68.6,49.1,4.7,3.9,25.9,44.6,0,0,53.1,2.3,53,47
"E00014544",12.7,25.5,37.5,13,11.6,43.5,1.4,20.4,34.7,58.2,31.1,9,1.6,66.9,3.3,7.2,83.3,8.8,1.4,2.3,69.7,12.3,0.8,17.2,52.6,33.2,8.4,2.1,65.3,62,5.6,3.2,22.7,50.8,0,1.6,36.1,11.5,54.2,45.8
"E00014545",8.6,34.8,31.1,17.2,8.2,45.7,1.1,23.6,29.6,58.1,34.4,6.9,0.6,74.1,2.9,5.8,78.7,12.4,4.5,1.5,68.1,8.1,1.2,22.5,63.6,24.3,4,2.4,66.4,51.3,0.7,4.9,31.8,38.8,1.2,7.5,48.8,3.8,53.2,46.8
"E00014546",17.7,17.7,21.3,26.8,16.5,58.7,1.6,16.9,22.8,44.3,36.1,17.2,2.4,68,3.1,11.9,87.4,3.9,3.9,0.4,72.1,11.5,2.5,13.9,42.7,43.6,4.7,1.9,56.9,56.7,2.4,5.9,22.4,61.5,0.8,8.2,24.6,4.9,44.9,55.1
"E00014547",13.9,16.7,38.8,21.9,8.8,44.6,2.2,23.8,29.4,57.5,33.9,7,1.6,79.7,1.3,4.3,79.2,6.6,2.8,2.2,58.6,17.7,1.6,22,54,33.9,6.1,2.9,67.1,54.6,1.7,3.9,26.3,46.8,0,10.2,40.9,2.2,49.9,50.1
"E00014548",21,17.2,35.4,19.6,6.8,46.8,0.4,26.4,26.4,43.6,42.9,11.3,2.3,62.8,2.3,8.3,82.5,9.6,0,1.4,65.4,12.8,3.8,18,51.1,37.3,6.2,2.2,69.8,61.1,3.2,4.3,20,48.1,0.8,2.3,45.9,3,51.4,48.6
"E00014549",9.1,24.6,34.5,21.8,10.1,54.1,3.2,18.2,24.5,53.6,34.4,8.8,3.2,67,2.1,6.2,85.5,4.1,1.8,4.5,68.8,9.6,2.4,19.2,56.5,27.5,10.5,4,59,52.7,2.3,5.5,27.3,42.4,0,6.4,48.8,2.4,50.5,49.5
"E00014550",27,14.4,26.8,25,6.6,43.1,0.3,25,31.6,36.4,37.2,19.4,7,66.5,4.4,4.8,82.2,6,3.3,0,62,14,3.9,20.2,44.9,43.8,6.6,3.5,64.5,67.5,1.2,2.4,16.9,58.1,0.8,0,35.7,5.4,50.9,49.1
"E00014551",7.2,30.7,40.9,17.9,3.5,39.8,1.9,24.6,33.7,61.2,32.7,6.1,0,79.1,2,2.5,79.9,7.2,1.9,1.9,56.5,12.2,0,31.3,65.4,22.4,5.3,2.8,74.4,54.5,1.5,3.8,29.2,41.5,0,2.7,55.8,0,56.8,43.2
"E00014552",26.7,13.5,24.4,28.6,6.7,49,1.1,23.2,26.6,31,33.3,28.7,7,62.5,2.7,8.7,84.6,5,0.6,2,57.4,24,3.1,15.5,35.3,56.9,4.1,5.6,53.5,67.8,1.4,7.8,12,58.9,1.6,1.6,32.6,5.4,51.8,48.2
"E00014553",18.6,8.9,30.2,24.6,17.8,37.2,0.9,28.4,33.5,49.5,35.6,13.9,1,67.1,1.9,7.6,85.6,6,1.4,2.3,60.4,15.8,3,20.8,33.1,49.7,10.3,3.4,54.3,62.8,1.9,1.9,16.3,52.5,0,5.9,40.6,1,51.2,48.8
"E00014554",28.5,7.3,37.7,15.8,10.8,38.8,1.9,31.9,27.3,49.6,44.3,5.2,0.9,68.2,3.9,6.7,83.8,9.2,1.9,0.4,54.8,13,5.2,27,35.1,53.2,5.3,2.7,70.2,70,0.8,1.2,18.5,54.8,0,0,44.3,0.9,46.5,53.5
"E00014555",3.7,30.8,34.8,23,7.7,41.2,1.4,25.3,32.1,59.8,33.9,4.7,1.6,76.6,6.3,3.4,68.8,18.6,4.5,0.9,60.6,10.2,1.6,27.6,70.9,18.8,7.5,4.2,63.4,69.2,2.3,0.5,16.7,41.7,0.8,15.7,41.7,0,57.5,42.5
"E00014556",8.8,25.5,43.9,17.2,4.6,46,1.7,22.2,30.1,60.6,31,6.3,2.1,71.4,5.5,3.7,79.5,11.3,2.1,2.9,70.4,7,1.4,21.1,57.3,25.7,15.6,1.4,62.8,60.3,0,4.6,21.3,38.7,1.4,5.6,51.4,2.8,51.5,48.5
"E00014557",6,31.5,34.5,14.2,13.9,42.7,2.6,22,32.8,74.8,24.5,0.7,0,60.6,4.8,7.2,66.4,12.1,8.2,4.3,62.6,12.9,0,24.5,68,11.9,10.5,5.9,56.6,49.6,2.2,12.1,24.6,36.7,0.7,21.1,38.1,3.4,49.1,50.9
"E00014558",25.7,10.2,26.8,24.2,13.3,48.7,1.9,21.5,27.9,30.9,45.5,17.3,6.4,67.4,0,9.1,89.8,3.4,1.5,2.3,59.1,16.4,1.8,22.7,25.5,59.5,6.5,2,62.5,62.3,4.2,2.6,14.7,56.4,0.9,3.6,33.6,5.5,51.3,48.7
"E00014559",5.6,22.7,48.4,17.5,6,46.4,2.4,27,24.2,34.2,62.7,2.5,0.6,85.2,0.9,2.6,90.9,6,0.4,0,71.4,8.7,0,19.9,60.9,28.2,8,1.7,76.9,64.3,4,0.8,21,46,0,0.6,52.8,0.6,54,46
"E00014560",21.5,11.4,28.9,28.2,10,57.4,0.4,16.7,25.6,37.5,42.2,17.2,3.1,70.9,2.4,6.3,93,4.4,0.4,0,69.5,13.3,0.8,16.4,42.1,44,9.7,3.7,63.9,64.1,4.1,0,19.3,57,1.6,0,37.5,3.9,49.6,50.4
"E00014561",15.9,10,25,25.4,23.7,50.4,3.9,20.2,25.4,74.5,23.4,2.1,0,50.9,5.3,21.6,73.7,12.7,4.4,0.4,75.2,6.4,0,18.4,44.6,22.1,19,5.1,47.2,61.4,2.2,3.5,20.2,16.3,0,59.6,18.4,5.7,51.3,48.7
"E00014562",27.2,9.1,27.5,26.5,9.8,54,0.4,24.5,21.1,38.1,37.1,22.9,2,64,1,10.2,89.8,3.4,2.6,1.9,68.6,9.5,1,21,35.1,50,9.4,3.5,59.4,63,8.3,0.8,15.1,60,0,2.9,32.4,4.8,49.4,50.6
"E00014563",14.2,26.4,33.7,17.9,7.7,48,0.8,24,27.2,54.6,35.3,7.6,2.5,67.8,6.8,5.4,79.7,8.5,2,3.7,63,11.8,4.2,21,57.3,29.4,8.5,2.8,54,61,0.4,4.5,20.7,39.5,0.8,10.9,45.4,3.4,54.9,45.1
"E00014564",11.8,24.8,39.8,15.7,7.9,52.4,1.6,14.6,31.5,51.7,42.9,4.8,0.7,67.7,5,5.9,75.2,9.4,4.7,1.2,70.1,14.3,1.4,14.3,58.8,28.1,4.4,2.2,60.5,55.1,0.8,7.9,29.9,41.5,0,11.6,45.6,1.4,57.5,42.5
"E00014565",12.1,19.3,40.1,17.8,10.6,40.1,1,26.9,32,58.9,34.8,6.2,0,77.4,4.2,7.7,80.2,7.1,0,3,63.4,13.4,1.8,21.4,57.2,25.4,9.2,2.3,66.5,55.3,2.5,3,26.9,63.4,1.8,2.7,32.1,0,47.2,52.8
"E00014566",12.2,22.5,33.8,21.9,9.5,49.8,3.3,24.3,22.6,49.4,39.6,7.8,3.2,72.3,1.9,4.9,80.3,11.8,1.3,1,64.3,11.7,1.9,22.1,50.9,31,10.7,7.4,62.4,65.9,2.3,4.9,18.4,53.9,0,8.4,37,0.6,51.1,48.9
"E00014567",11.5,26.5,36.9,18.3,6.8,46.4,1.7,25.8,26.1,53.7,35.4,11,0,73.3,1.2,4.3,82.7,6.8,3.1,1,65.9,9.8,1.2,23.2,61.6,25.9,7.6,3.8,57.4,56.6,1,1.7,26.4,44.5,0.6,5.5,45.7,3.7,45.8,54.2
"E00014568",11.6,23.8,37.2,18,9.3,43,1.3,28.3,27.4,56.6,34.9,5.4,3.1,70.5,5.3,7.9,82.5,5.4,3.1,0.4,65.9,8.5,1.6,24,54.5,28.3,8.1,2,65.7,55.2,0,2.7,23.3,48.8,0.8,3.9,45.7,0.8,48,52
"E00014569",13.5,25.5,27.5,22.5,11.1,52.7,1.1,16.8,29.4,70.9,25.2,3.9,0,58.1,5.5,10.6,67.6,12.6,8.8,1.5,68.5,11.8,2.4,17.3,55,25.3,10.9,9.2,34.9,55,0.8,7.3,22.9,28.3,0.8,47.2,22,1.6,51.9,48.1
"E00014570",14.3,26.1,39.5,13.9,6.3,51.4,2,21.3,25.3,46.8,41.1,11.3,0.7,78.5,1.9,3.7,81,9.5,0.4,3.2,66.7,12.8,0.7,19.9,57.5,25.6,11,2.7,64.4,53.4,1.2,6.7,26.1,47.5,0.7,0.7,49.6,1.4,55.7,44.3
"E00014571",17.9,16.2,36.7,21.7,7.5,47.1,0.8,15.8,36.2,62.9,33.1,3.2,0.8,63.6,7.7,5.1,66.7,5.8,6.7,7.9,65.3,9.7,4.8,20.2,50.2,37.9,8.9,3.9,50.2,49.6,0.8,11.2,23.3,37.1,0,20.2,41.9,0.8,45.8,54.2
"E00014572",14.6,18.9,24.9,23.3,18.4,63.8,1.6,8.1,26.5,55.6,35.2,6.5,2.8,61.6,5.5,8.9,81.1,9.7,1.6,2.7,79.6,3.7,0.9,15.7,52.2,34,7.5,7.5,42.8,56.2,1.1,8.1,23.8,42.6,0,29.6,25.9,1.9,51.9,48.1
"E00014573",8.8,20.1,40.3,22.3,8.4,47.9,1.3,20.6,30.3,60,34.3,4.3,1.4,71.8,2.8,5.6,82.8,7.6,0.4,3.8,63.6,11.4,0,25,58.3,23.9,12.8,3.7,52.3,56.3,1.7,5,19.7,33.6,0.7,2.1,63.6,0,47.1,52.9
"E00014574",9,30.8,31.5,23,5.6,58.4,3.4,15.7,22.5,50,31.9,12.8,5.3,73.9,3.1,4.3,82,6.2,2.8,2.8,73.4,11.7,2.1,12.8,63.2,27.6,6.1,4.9,69.9,56.7,2.8,2.2,23,46.8,0,13.8,37.2,2.1,43.8,56.2
"E00014575",17.4,16.7,37.9,19.5,8.6,42.3,1.4,27.6,28.7,52.6,40.9,5.2,1.3,70.6,2.5,5.9,86,6.1,0.7,3.4,63.6,10.4,1.9,24,44.5,44.1,4.9,3.2,61.1,62.8,2.4,3.4,22.5,54.5,0.6,7.8,35.7,1.3,50.5,49.5
"E00014576",9,11.6,21.7,22.3,35.4,30.3,3.5,27.8,38.4,70.4,25.6,4,0,67.9,0.7,21.4,77.3,5.6,3.5,2,56,8,2.4,33.6,39.4,31.7,10.6,4.4,51.7,61.1,1.5,2.5,18.7,26.4,0.8,51.2,16.8,4.8,34.3,65.7
"E00014577",19,14.6,39.1,18.4,8.7,39.1,1.6,28.8,30.4,55.8,36.8,6.3,1.1,76.4,3.5,4.9,79.9,10.3,1.1,5.4,52.6,13.7,1.1,32.6,45.7,40.4,7.9,4,66.2,58.2,0.5,5.4,22.8,36.8,5.3,0,55.8,2.1,53.8,46.2
"E00014578",21.7,15.6,26.7,28.7,7.4,46.6,1.2,20.5,31.7,44.1,29.7,20,6.2,66.7,1.1,3.4,88.3,6.7,0,0.6,64.1,13.8,4.8,17.2,39.9,46.1,7.7,1.8,70.1,56.9,3.8,2.6,22.3,53.1,0,1.4,42.1,3.4,47.8,52.2
"E00014579",26.6,12.4,25.8,22.1,13,41.2,2.4,28.8,27.6,29.5,48.4,16.4,5.8,70.6,1.3,8.8,78.5,11.5,0.3,2.1,53.3,20.5,3.3,23,27.8,56.9,8.9,2.4,52,66.7,1.8,7,9.4,64.8,0,0.8,27.9,6.6,52.4,47.6
"E00014580",23.5,15.7,28.6,18.6,13.3,33.2,0.8,35.7,30.3,48.1,47.2,3.7,0.9,63.3,3,7.8,80.9,7.1,2.1,4.6,51.9,16.7,3.7,27.8,38.4,47,7,2.7,59.5,58.1,2.9,3.7,15.8,57.4,0,0.9,39.8,1.9,48.5,51.5
"E00014581",12.4,12.2,25.7,23.9,26.2,55.9,0.5,24.8,18.9,62.2,26,8.7,3.2,70.8,1.8,15.8,90.1,5.4,0.9,0.5,76.4,6.3,0.8,16.5,35.4,42.6,13.8,5.6,51.3,64.9,4.1,0.9,19.8,37,0,19.7,40.9,2.4,48.2,51.8
"E00014582",14.8,22.7,35.7,18.7,8.4,39.7,1.6,25,33.7,46,48.9,4.4,0.7,74.6,4.3,5.7,84.9,2.4,1.2,1.2,56.9,10.9,1.5,30.7,50.7,38.2,6.5,7.8,61.8,67.9,1.2,3.2,18.3,37.2,1.5,0.7,51.1,9.5,54.4,45.6
"E00014583",11.3,13.8,28.2,30.3,16.4,34.9,1,24.1,40,55.5,38.7,4.2,1.6,68.8,3.2,10.2,74.4,15.4,3.6,3.6,72.3,6.7,0,21,30.3,48,14.3,5.1,57.1,60,3.6,5.6,16.9,28.6,0,13.4,45.4,12.6,50.8,49.2
"E00014584",12.9,20.9,33.2,22.9,9.8,43.8,1.7,21.6,32.9,58.6,34.4,7,0,68.6,4.1,7.3,79.8,6.5,3.1,0.3,67.5,6.4,3.2,22.9,50.4,39.4,7.5,2.8,65.7,65.4,1,6.5,15.8,28.7,0.6,7.6,56.1,7,47.6,52.4
"E00014585",9.7,18.6,38.6,22.8,10.4,41.4,0.7,24.6,33.2,52.9,40.2,4.6,2.3,72.6,6.2,6.2,84.6,8.2,0.7,2.5,60.3,8,1.7,29.9,48.2,34.4,9.9,3.6,62.1,63.9,2.1,4.6,21.8,33.3,0,2.3,60.3,4,51.8,48.2
"E00014586",9.8,17.7,22.7,25.5,24.1,47.5,0,24.1,28.4,50,34.1,12.5,3.4,69.8,0.9,7.8,83.7,4.3,5,0.7,63.6,10.2,1.1,25,38.8,40.3,7,6.2,58.9,80.1,0.7,5.7,6.4,61.4,0,1.1,33,4.5,47.5,52.5
"E00014587",14.3,9.3,21.9,38.1,16.2,51.9,5.6,15.6,26.9,68.3,27.9,3.8,0,55.2,7.5,8.2,70.6,4.4,11.9,2.5,74,5.8,3.8,16.3,51.8,24.1,14.2,8.5,39,61.3,0.6,6.2,21.2,8.7,1,77.9,6.7,5.8,44.4,55.6
"E00014588",6.9,27.3,22.2,15.8,27.8,43.7,0,17.7,38.6,60.6,26,13.5,0,61.5,5.7,9.8,87.3,7,0,0.6,69.2,2.9,1,26.9,49,37.4,7.5,6.8,61.9,58.2,5.1,1.9,12.7,47.1,0,7.7,41.3,3.8,48.7,51.3
"E00014589",10.6,15.4,27.9,29.6,16.3,50.9,2.7,15,31.4,54,36.5,7.1,2.4,69.8,2.1,8.5,81.4,8,4.4,0.9,76.2,7.9,1.6,14.3,43.1,42.6,6.2,5.3,51.2,66.4,1.8,2.7,11.5,45.2,0,11.1,34.1,9.5,48.2,51.8
"E00014590",16.2,12.8,27.7,28.4,14.9,56.4,0.6,15.3,27.7,27.9,49.6,17.1,5.4,66.5,1.2,10.6,88.2,6.1,1,1.6,72.9,13.2,1.6,12.4,35.3,56.4,3,2.3,69.2,67.8,4.1,2.2,15,54.3,0.8,0,43.4,1.6,48.7,51.3
"E00014591",16.6,13.4,22.6,29.6,17.8,58.5,0.4,15.9,25.2,31.7,46,15.9,6.4,72.4,1.4,7.6,83,6.7,1.1,1.5,73,9.5,1.6,15.9,28.9,56.1,9.2,3.9,64.5,65.9,0.7,4.8,16.3,61.9,0.8,0,34.1,3.2,50.7,49.3
"E00014592",20.2,10.3,20.2,32.7,16.5,58.7,0.9,10.3,30,21.6,54.9,18.6,4.9,66.7,0.6,10.5,82.5,6.7,1.3,3.6,82.4,5.9,3.9,7.8,25.8,61,7.7,2.7,64.8,68.2,0.9,6.3,15.7,69.6,0,1,25.5,3.9,48.4,51.6
"E00014593",17.7,14.6,24.7,31.6,11.3,62.3,0.8,15.8,21.1,26.6,45.9,22,5.5,62.3,1,12.1,91.5,4,0,2,78.9,11,2.8,7.3,35.6,53.2,4.9,2.4,68.3,61.9,4.5,2.8,19.4,61.5,0,1.8,34.9,1.8,53.4,46.6
"E00014594",16,10.2,22.6,31.4,19.9,58.8,1.8,15.5,23.9,38.1,43.2,12.7,5.9,69.1,1.7,8,83.2,4.9,0.9,0.9,71.2,10.2,0.8,17.8,30.9,46.9,11.3,6.2,54.6,64.2,5.8,4.4,18.1,51.7,0,0.8,41.5,5.9,43.4,56.6
"E00014595",2.9,22.3,26.3,21.6,27,49.7,0.6,17,32.7,66.4,22.4,6,5.1,73.4,2.1,14,81.3,9.9,0,4.1,65.5,12.1,0,22.4,51.2,28.9,8.4,3,51.2,56.7,3.5,7,16.4,42.2,0.9,3.4,44,9.5,54.4,45.6
"E00014596",9,4.7,8.7,17.8,59.7,77,3,6.8,13.2,17.4,46.5,29.1,7,60.3,0.5,24.5,96.4,1.8,0.2,0,82.6,7,0,10.5,20.8,22.8,15,8,34.8,77.9,1.4,1.4,11.8,48.8,0,4.7,39.5,7,75.9,24.1
"E00014597",6,21.3,32.3,25,15.1,43.9,0.6,16.5,39,69.6,21.4,5.4,3.6,71.3,2.1,11.2,79.3,4.9,3.7,6.7,69.6,5.4,1.8,23.2,44.8,37.7,7.8,3.2,64.9,53.7,1.2,4.3,19.5,48.2,0,2.7,41.1,8,50.6,49.4
"E00014598",17.9,9.4,22.6,31.6,18.5,59.8,1.3,17.1,21.8,34.7,42.1,19,4.2,65.5,2.8,12.4,95.7,2.6,0,0,80.2,5,1.7,13.2,35.9,52.1,5.2,3.1,61.5,73.5,2.1,0.9,17.5,52.9,0.8,0,45.5,0.8,44.9,55.1
"E00014599",18.7,12,32.9,22.6,13.7,62.7,0.9,14.7,21.8,28.8,46.2,22.1,2.9,79.4,1.1,5.1,91.1,4,2.7,0,69.2,15.4,0,15.4,32.2,55.2,4.9,2.7,71,69.3,1.8,3.1,16.4,61.5,1,1.9,34.6,1,47.6,52.4
"E00014600",18.8,15.2,24.9,29.7,11.3,56.8,3.2,11.4,28.6,45.9,37.6,12.9,3.6,55.2,2.8,15.4,75.7,10.8,6.5,2.2,76.5,9.4,1.2,12.9,43.7,35.8,9.9,6.6,47,65.4,1.6,5.4,14.6,28.2,0,42.4,27.1,2.4,49.2,50.8
"E00014601",11.9,9.8,21.7,24.7,32,60.4,3,10.6,26,31.4,48,18.6,2,67.1,2,8.1,89.4,5.1,0,1.7,79.4,8.8,1,10.8,39,26.2,14.8,2.9,67.1,70.2,4.7,0.4,15.7,62.7,1,0,32.4,3.9,44.7,55.3
"E00014602",16.7,14.6,21.3,30.9,16.2,66.3,3.4,10.1,20.2,64.4,32.2,3.4,0,55.6,12,12.8,76.4,1.1,9.6,5.6,79.3,11.5,1.1,8,50,24,12.7,11.3,24.7,59.6,1.1,12.4,13.5,10.3,0,81.6,8,0,49.4,50.6
"E00014603",15.4,11.2,22,35.4,15.9,67.7,0.4,11.6,20.3,20.2,51.9,18.3,9.6,65.8,3.2,10,90.9,4.7,0.4,0,88.5,8.7,0,2.9,31.5,53.5,9.5,3,60,71.6,2.2,0.9,11.2,77.9,1,1,19.2,1,49.1,50.9
"E00014604",17.6,13.8,19.5,30.5,18.5,66.2,1.4,5.7,26.7,71.7,26.5,1.8,0,57.6,2.6,16.6,62.9,10.5,9,3.8,79.6,4.4,4.4,11.5,46.3,30.3,11.4,8.6,26.3,56.2,0,14.8,14.8,10.6,0.9,79.6,7.1,1.8,43.8,56.2
"E00014605",10.7,13.7,30.2,29.3,16,53.3,1.8,10.7,34.2,46.9,41.4,10.2,1.6,80,2.1,9.5,88.4,4,0.4,0.4,82,5.5,0,12.5,38.9,42.9,9.9,4.4,62.1,68,1.3,3.6,15.1,43,2.3,4.7,45.3,4.7,48.9,51.1
"E00014606",8.8,6.4,25.6,20,39.2,51.2,2.4,17.6,28.8,61.8,28.1,10.1,0,68.3,2.4,15.9,83.2,9.6,1.6,1.6,74.2,7.9,0,18,44.7,28.9,11.4,6.1,50,56.8,0,5.6,24,25.8,0,43.8,25.8,4.5,39.2,60.8
"E00014607",18.6,21,22.7,29.1,8.5,53,0.4,20.6,25.9,38.1,38.1,19.5,4.5,65.2,3,8.6,88.7,4,0.8,0.4,72.6,9.7,1.8,15.9,38.7,47.5,8.8,3.9,55.9,65.6,1.6,1.6,15,59.3,0,1.8,35.4,3.5,45.3,54.7
"E00014609",20.4,14.2,32.7,23.2,9.5,51.4,2.3,12.7,33.6,29.7,57.4,9.9,3,71.1,3.5,4.6,79.1,5,2.7,6.8,71.3,10.9,2,15.8,32.4,50.8,6.1,5.6,63.7,56.4,3.2,5.5,21.8,46.5,0,0,48.5,5,44.5,55.5
"E00014611",18.2,12.4,26.3,34.7,8.5,51.7,2.3,16.6,29.3,33.3,34.2,20.5,11.9,70.9,0.9,6.1,81.9,8.5,1.2,0.8,71.8,13.7,1.7,12.8,39.5,41.8,8.2,5.9,53.6,66.8,3.9,1.5,17,53,0,3.4,37.6,6,49,51
"E00014612",18.3,10.2,15.7,33.7,22,53.8,0,13.5,32.7,28,46.7,16.8,8.4,64.2,4.3,14.8,87,4,2.2,0.4,73.8,13.1,0,13.1,27.6,55.1,9.7,3.2,58.9,75.3,4.5,1.3,9.4,71,0,1.9,23.4,3.7,48.4,51.6
"E00014613",9.6,16.4,29.3,25.7,18.9,59.8,1.6,15.3,23.3,33.6,53.6,9.3,3.5,70.6,3.3,9.8,88.8,7.6,1.2,1.2,79.3,6.4,0,14.3,47.4,38.2,9.6,3.5,66.2,65.5,2.4,0.8,15.3,57.1,0.7,0,32.9,9.3,47,53
